

























预测,误差,电功率,波动,方法
波动,分量,预测,过程,进行
成为,发电,重点,研究,太阳能










阿克苏河,塔里木河,偏低,幅度,位居
趋势,河流,径流,增加,表现
塔里木河,山口,源流,干流,水量
冻土,工程,环境,青藏,进行
监测,项目,塔里木河,区域,发展
干流,耗水量,源流,塔里木河,玛湖
塔里木河,增加,水资源,塔里木河流域,升高
积雪,日数,资料,气温,变化
水文,方面,变化,冰川,研究
表现,进行,存在,新疆,交错
山区,水系,变化,疏勒河,降水
菌株,重组,作用,细胞,膀胱癌
粒子,因素,分析,植入,肾盂



长度,群体,序列,类型,检测
表达,序列,分析,圆斑,基因
表达,组织,序列,圆斑,分析
肌肉,脾脏,分析,文库,重组
位点,等位基因,引物,数据库,筛选
文库,序列,得到,组织,测序
群体,养殖,遗传,中国,引入

文库,基因,序列,分子,构建
表达,基因,定量,处理,内参



分离,分析,选用,进行,效果
异构化,反应,研究,动力学,催化剂


发酵,普洱茶,酵母菌,进行,茶样
发酵,固态,水分,菌株,时间
乳酸菌,检测,物胺,能力,产生



淀粉,胁迫,颗粒,中度,生物量
植物,反刍动物,瘤胃,代谢,营养
菌根,植物,真菌,共生体,信号
牧场,能量,家畜,家庭,季节
草原,强度,放牧,趋势,呈现
指数,调查,植物,均匀度,水分


预测,规律,挖掘,组合,线性
政策,执行,企业,费用,扣除
能力,捕捞,税费,利用,费率
政策,费用,扣除,加计,企业
活动,效率,地区,定量,改变
出口,贸易,出口量,伙伴国,提供
采用,测试,蒸发,激光,电子束
投入产出,系数,矩阵,区域,研究
需求,瓶颈,农村,发展,家庭
大骨节病,病区,饮用水,水源,西藏
大骨节病,环境,水平,病区,病情


生态,风险,土壤,农田,重金属


超滤,制备,检查,注射液,试验










功能,评价,河口,作用,双台
根系,东南,积累,提高,氮素
缓释,包膜,尿素,作物,常规
根系,东南,水平,氮素,生长
土壤,秸秆,降低,团聚,试验
模式,光合,种果,粮草,立体
模式,复合,立体,减产,大豆
土壤,处理,含水量,秸秆,产量
溶出,包膜,氮素,土壤水分,特性
















公式,计算,电磁场,分布图,动态
实验教学,中心,建设,资源,整合


分布,空间,中国,变率,重现
调度,优化,问题,模型,目标
城市,创新型,创新,产业,部分
分岔,动力学,变化,模型,边界
控制,脉冲序列,分析,电压,输出
驱动,电源,方程,分析,工作
实现,电路,使用,分析,原理
专家,评估,提出,方法,测度
控制,交叉,电流,影响,变频























球差,视力,人眼,系统,叠加

进行,获得,提高,锐度,视锐度








鱼类,鲇形,方法,形成,系统
金线,洞穴,分子,松散,色素
















展开,空间结构,动力学,提出,服役


电帘,进行,表面,探测,防护
群体,遗传,进行,序列,个体

群体,分布,结果表明,生长激素,范围













动脉,动脉血,管网,盆腔,女性
动脉,动脉血,管网,血管,供血
动脉,构建,模型,管网,动脉血
显示,管网,动脉血,灌注,动脉
静脉,骶前,血管,盆腔,数字化
断层,数据,男性,图像,包埋
肌瘤,动脉,数字化,卵巢,分布

















参数,矩阵,变压器,换流,识别
谐波,分摊,责任,电流,用户
模态,频率,铁心,输入,函数

商业,地价,空间,变化,研究

污染,重金属,土壤,耕地,区域














草原,典型,敏感性,区域,属于

产业,转移,地区,有利于,对接
经济,地区,规模,人口,产业
镀铜,化学,参数,增加,质量
制度,安排,供给,某种程度,扭曲
制度,安排,供给,金融,保障制度
技术,效率,估计,经济,增长
企业,损失,事故,评价,科学
产业,集群,研究,经济学,治理





科学,数据,集成,数据中心,数据服务








冰川,变化,融水,流域,径流
运动,骨质,密度,患者,女性






导线,起晕,电压,混合,分裂
导线,起晕,电压,电晕,预测
线路,设计,覆冰,导线,输电
闪络,气压,污秽,覆冰,影响
支柱,增爬,绝缘子,闪络,变电站
电弧,绝缘子,闪络,空气,间隙
绝缘子,复合,电压,特性,覆冰
闪络,绝缘子,电压,气溶胶,交流
闪络,绝缘子,污秽,梯度,研究
试验,绝缘子,方法,闪络,电气
雾凇,表面,导线,树枝,尖端












整理,居民点,农村,优先,潜力
耕地,质量,预警,预警系统,数据库
蔓延,城市,发展,研究,理论
城市,利用,集约,土地,江苏省
地价,土地,动态,住宅,研究







去除,效果,通量,印染,研究




分析,测量学,心理,进行,文献
学生,移民,学校,因素,学业
学生,学习,科学,城乡,学业
科学,学习,学生,研究,特点
教师,课程,实施,美国,进行
标定,基础,增补,研究,新题
题库,设计,研究,测验,优化
维度,模型,信度,结构,能够

















珊瑚礁,生态,利用,海洋,足迹

密度,条带,骨骼,谷值,存在
污染,珊瑚,影响,活动,重金属

人类,活动,珊瑚,岸段,不合理



表达,基因,蛋白,植株,植物
表达,酵母,植物,序列,获得





材料,枯萎病,抗性,延庆,鉴定
枯萎病,栽培,新品种,山西,圆球形


活性炭,净化,作用,效果,研究



高血压,左室,患者,速度,位移
变化,分析,特性,斜拉桥,结构









抗原,食物,组织,免疫,菌群失调
黏膜,炎症,组织,抗原,屏障
黏膜,组织,细胞,炎症,导致




成本,电能,寿命,计量,资产
需求,客户,功能,方法,要求
质量,制造商,供应商,决策,设计
计量,资产,电能,集约化,建设
问题,模型,优化,满载,目标
策略,求解,需求,分区,分布
创新,产品,协同,企业,供应链
服务,制造,企业,进行,分析

协调,渠道,线下,服务,供应链
补货,销售商,集中,分配,成本








培养,细菌,方法,鉴定,真菌
头孢,抗菌,药物,金黄色,临床




影响,分析,进行,行为,巢性
活性,培养,驯化,生物,进行



































试验,硝酸,足癣,治疗,股癣
生物,材料,检验,检疫,速度
黑热病,防治,陇南,特征,发病






催化剂,用量,收率,使用,缩酮
催化剂,反应,催化,性能,温度




创新,组织,结构,国家,中国
结构,转变,企业,特化,科技
创新能力,自主,分析,差异,科技
高校,发展,模式,转化,科技
高校,科技,发展,校企,类型
水平,人口老龄化,空间,地区,采用
工业化,中国,治理,环境污染,实证
技术,领域,发展,美国,处于
高校,科技,政府,支出,资助
竞争力,中国,服务业,指标,国际
主体,企业,中国,创新,活动






























废液,进行,排放,利用,循环
板材,陶瓷,具有,石材,石板材
动物,福利,中国,机制,贸易壁垒
合成,超声,功率,采用,纯度
成型,工艺,注模,凝胶,收缩



























专利,企业,导向,转变,专利申请
标准,全球,价值链,减少,企业
战略,管理,研究,历史,管理工具
创新,网络,模式,网络服务,服务业
管球,管器,情况,滞留,方面
服务,商品,逻辑,区分,企业
企业,竞争力,湖北,能力,评价
产业,平台,研究,分析,进行
企业,研究,中国,关系,市场
理论,战略,管理,审计,运用
国际,竞争力,分工,产业,国家








































细胞,损伤,作用,乙素,灯盏
实验,技术,培养,创新性,激发
实验,装置,液滴,药物,因素




超声,传导,激励,助听,效果

介入,虚拟,导航,方法,观察
传导,超声,激励,助听,音频
超声,背散射,骨质,实验,状况
水分,保水剂,利用效率,处理,积累
生态,腐植酸,治理,农林,保水



空间,发展,区域,格局,边缘
生态,旅游,赤字,泰安市,足迹
交通,景区,发展,方案,设计方案
购物,入境,游客,影响,水平
游客,生态旅游,分析,检验,资料























器件,发光,形成,激子,波长
器件,掺杂,俘获,材料,作为
器件,特性,发光,结构,发射
发射,器件,光源,电致发光,文章
方案,加固,支撑,能力,倒塌
碰撞,桥梁,了有,装置,防撞
厚度,阻挡,器件,空穴,有机
空穴,器件,掺杂,提高,发光






























细菌,临床,葡萄球菌,肺炎,球菌






气候,中国,增加,全球,气温
中国,变暖,世纪,气候,研究

报告,气候变化,国际,全球,评估




























油气,控制,输导,富集,成藏
构造,断裂,油气,成藏,演化

























































镇吐,综述,旨在,半夏,药理作用
物料,加工,燃烧,减小,效率
学生,技职,教育,培养,课程
学生,项目,教育,推行,教学
土著,教育,学生,职业,措施
潜水泵,进行,采用,造成,压缩空气
边坡,治理,结合,特性,海拔
双馈,发电机,设计,风力,机组
培养,台湾,师资,院校,进修
波速,零模,模量,行波,方法
模块,人员,功能,保证,算法









































患者,急性,功能,临床,破裂











血清,胃黏膜,细胞,大鼠,胃经
症状,差异,疗效,治疗,浅表性
针灸,治疗,脾胃,循证,医学
钙泵,表达,基因,活性,心肌
治疗,激素,胃肠,胃炎,浅表性

治疗,疗效,显著性,差异,胃炎
药所,具备,明确指出,医学,入门






胚胎,细胞,发育,表达,小鼠
太湖,研究,体细胞,代孕,母猪
表达,蛋白,诱导,基因,设计
生理,研究,遗传,诱导,干细胞
































































总线,具有,接口,数控系统,设计












降解,环境,评价,应用,土壤




知识,能力,管理,要素,获取

知识,社会,隐性,企业,研究











联机,加速器,计算,电镜,离子



























































发展,经济,具有,产业,技术
管理,能力,技术,作用,路径











病态,队列,流对,服务,消除

控制,节点,传感器,功能,应用

























发展,应用,区域,研究,地理


















































喷雾,柴油机,研究,分析,燃油


丝光,沸石,反应,脱附,氧化

反应,催化剂,乳酸,结构,有序



















生长,细胞,黄酮,积累,诱导


















































模块,分布式,分析,架构,数据































生长,径向,青海,树木,气温
研究,地理学,植物,生物,植被
种类,环境,密度,状况,河流
清查,提供,方法,调查,资源


















































































催化剂,活性,性能,表征,评价

























































































燃烧,阻燃,阻燃剂,作用,材料
产物,色谱,大量,氧基,方法







表情,研究,识别,隐藏,压抑




















环境,科学,培养,工程,人才
模型,进行,机制,参数,拟合






模块,直流,系统,输电,计算


分析,直流,输电,系统可靠性,系统
直流,输电,特高压,混合,系统
备用,输电,系统,设备,费用
攻击,系统,调度,协同,耦合
















































































指标,奶牛,季节,血液,变化

饲喂,牦牛,油菜籽,放牧,脂肪酸






干酪,口味,调查,消费者,风味
西门,成分,常规,组成,地区








树脂,桐油,催化,收率,用量
群体,分析,基因,多态,采用
种源,遗传,位点,多态,研究
猕猴桃,红阳,利用,植株,转化
群体,分析,种源,基因,多态






堆肥,氮素,损失,粪便,畜禽
土壤,有机,施肥,有机肥,含量
籽粒,水稻,氮素,蛋白质,光谱





















基体,铁素体,研究,颗粒,原子


































环境友好,应用,反应,催化剂,利用






































形貌,氧化镍,氧化,晶体生长,发展






















































序列,基因,简并,花碱,测序
基因,序列,小花,研究,改良














遗传,人格,儿童,注意力,智力
肉瘤,指南,滑膜,组织,推出



































磷脂,铁蛋白,脂质体,作用,伸缩


产物,反应,蛋白酶解,能力,研究

电路,电信号,干扰,抑制,生物



















糙米,发芽,挤压,膨化,含量
饮料,复合,苹果汁,配方,进行
条件,研究,进行,结果表明,相似
黑色素,元素,质量,组分,自由基
特性,具有,理化,性质,方面
花色,咖啡,结果表明,儿茶酚,添加















































































































大鼠,三叉神经痛,阈值,机械,受体














转运站,垃圾,大气,臭气,标准
建筑,垃圾,资源化,利用,循环
公厕,工艺,类型,特征,适应性
老城区,技术,控制,示范,进行




患者,化疗,复合,电磁,波幅


西司,患者,治疗,培南,影响
时间,手术,腹腔镜,切口,根治性





操作,膜过滤,选择,组件,运行
参数,预测,模拟,模型,污水
负荷,生物,滤池,有机,曝气
方法,确定,污水,组分,研究
负荷,运行,工艺,水质,进水
填料,表面积,强化,悬浮,试验
生物,处理,滤池,曝气,试验
升级,工艺,技术,处理,应用
鸟粪,沉淀,分析,含量,所得
鸟粪,沉淀,实验,分析,体系









































阴性,临床,病理,乙型肝炎,患者













交配,相遇,行为,实蝇,雌雄
投入,生产,影响,粮食,劳动力
价格,合约,协整,期货,扮演着
产卵,选择,寄主,地区,形状















油脂,餐厨,色谱,植物油,含量
氧化,色谱,组分,极性,方法
花生油,去除,照射,过氧化,黄曲霉
技术,地沟油,检测,指标,鉴别








信号,表达,颞叶,结果,海马
表达,蛋白,颞叶,基因,患者





















































患者,阻滞剂,受体,趋势,服药

生物,实验,杆菌,生物膜,单胞菌
案例,数据库,模块,分析,查询





充磁,转矩,平行,方式,电机
结构,直流电机,无刷,分析,动力学
无刷,直流电机,定子,计算,电机
转子,涡流损耗,磁场,直流电机,无刷






凝胶,复合,冷冻,接触,解冻
纹理,涤纶,织物,摩擦,表面













晚熟,甜橙,大果,差异,条带
处理,单株,电导率,温度,叶片
螺旋,扇形,茎段,排列,分子







流程,管理,工具,分析,解决
工人,工作,排程,组合,休息
风力,发电机,测试,信号,设计









普洱茶,种植,土地,云南,空间
进行,百花山,景区,图像,通用
耕地,生产潜力,研究,影响,土地利用
模式,项目,实施,方式,农户
景观,风险,生态,水平,过程

草甸,退化,采取,植被,进行


加密,密钥,方案,具有,消息
路由,协议,网络,实现,消息






工程,模板,倒塌,设计,管理

气质,色谱法,方法,气相,测定




















细胞,肝癌,外周血,干预,比例
基因,表达,转染,质粒,细胞
表达,细胞,实验组,对照组,肝癌
小鼠,治疗,表达,胃癌,肿瘤
公共卫生,发展,胜任,实践,能够






物质,积累,群体,小麦,开花期
籽粒,氮素,产量,群体,稻茬
磷素,群体,小麦,产量,开花期
积累,物质,产量,群体,高产
蛋白质,籽粒,含量,研究,指数
籽粒,含量,淀粉,监测,品质



处理,产量,物质,追肥,剑叶















模型,价格,证券,波动,传统






信任,合成,算法,路径,逻辑

灌溉,增加,质量,群体,剑叶
秸秆,作物,产量,水稻,温室
稻米,产量,蛋白质,品质,水稻
栽培,水稻,质量,改善,提高

产量,含量,籽粒,蛋白质,株系
旱种,覆盖,产量,覆草,稻米
秸秆,氮肥,水稻,提高,实地
























制备,造影剂,反应,配体,靶向








































尾矿,硫化物,赋存,表层,排水
沉积物,深度,群落,增加,差异
矿物,附着,表面,风化,局部
具有,岩浆,骑田岭,矿物学,特征

还原,条件,培养,尾矿库,酸矿
酸性,酸矿,获得,氧化,利用















接触,岩体,矿床,构造,黑钨矿
环境,杂岩,地球化学,年龄,康定

成矿,数据,矿床,区域,规律



















电解质,电化学,支持,溶解度,溶剂
















直方图,指纹图,特征,方法,采用

方法,游程,图像,长度,数据
信号,检测,音频,统计,插值






时间,得到,逻辑电路,数字电路,代数和











患者,缺损,封堵,对照组,随访
内径,患者,变化,超声,差异
患者,皮质醇,治疗,切除,临床



平滩,流量,主槽,分析,认为












































亲本,代换,表现,粒数,水稻
剑叶,性状,形态,水稻,育种
叶枯病,条纹,抗性,性状,武运
不育,基因,遗传,群体,分离
指数,耐性,进行,光氧化,加性
染色体,定位,品种,水稻,结合
代换,染色体,群体,性状,轮回亲本
代换,亲本,作用,干扰,矮秆
基因,作物,利用,定位,突变体












放大,脉冲,调制,再生,提高
活疫苗,禽流感,免疫,重组,养鸭






性状,作用,粒重,增加,粒型
品种,置换,相关,染色体,因子
区间,性状,粒型,杂交,位点
冷性,受体,鉴定,芽期,品种

培养,试验,系统,方法,病例


方法,试验,培养,检验,系统

















基因组,细胞,支持,药物,筛选
细胞,选择性,通道,检测,阳离子

分辨率,图像,能量,函数,算法
字典,图像,原子,算法,基础











活性,抑制,半乳糖,单糖,木糖
多糖,水提物,含量,实体,分子量





























监测,煤矿安全,扩展,问题,盲区

网关,控制,无线,模块,搭建
系统,无线,监控,油田,网络
载波,调制,系统,正交,分析
监测,系统,传感器,网络,无线














测试,模型,人们,保证,可靠性
工作,复用,过程,方法,领域
软件,管理,度量,产品,实践
复用,过程,工作,方法,定义
业务流程,验证,逻辑,线性,时序
任务,网格,实现,采用,算法


溶液,中性,酸性,点蚀,发生
合金,时效,析出,强化,数量








科学,开采,产能,煤炭,煤炭资源
科学,煤炭,方面,产能,开采
荷载,吸湿,氯离子,力学性能,片材
煤炭,产能,科学,无序,提出

裂隙,介质,试验,渗透,表面





实习,内容,微生物学,观察,宏观








扩展,空间,城市边缘,经济,因素
价格,住宅,城市,北京,梯度

中国,地理学,研究,美国,发展
规划,理论,产业,模式,集群
商业,郊区化,北京,数据,交通

国土规划,国土,日本,重视,内容
地理学,美国,发展,领域,实践
模型,价格,变量,研究,特征
对象,艾滋病,知识,流动人口,因素
育龄妇女,方法,避孕,服务,比例
生育,孩子,期望,对象,流动人口
开展,联合,赞同,调查,工作人员

















进行,线圈,测量,装置,等离子体




绝缘子,复合,闪络,电压,普通型


传感器,进行,放电,设置,天线


颗粒,填充,分数,介质,粒径




线棒,老化,绝缘,等温,电流
实验,实验教学,基础性,教学,学科


人文,调查,大学生,素质,基本素质




图像,水印,方案,攻击,不变
音频,水印,特征,数字音频,数字水印
图像,检索,领域,算法,进行
网格,划分,结构,建立,计算
开发,控制,监控,采用,破碎
主轴,数据,误差,系统,位移
水印,图像,具有,区域,理论
教学,网络,平台,功能,技术
边缘,区域,图像,彩色图像,方法
数字水印,算法,空间,图像,理论
语义,图像,特征,检索,视觉

































反应,凝胶,分析,质量,证明


方法,胆固醇,产业,开发,禽蛋
优化,进行,条件,扩增,引物





研究,分化,方法,诱导,组织
方法,检测,操作,免疫,联用

材料,比色法,实验,毒性,覆盖

情境,教学,课程,体系,科学
网格,算法,变形,得到,参数
板料,晶粒,温度,尺寸,加热
焊接,成形,试验,高强度,进行
时效,铝合金,人工,断裂韧性,性能

股票价格,变动,影响,说明,代表
工资,职工,刚性,激励,样本
货币,需求,研究,交易,中国
选择,标准,制度,汇率,研究
