

























重量,消化道,长度,质量,变化,食物,增加,下降,栖息,昆明
体表,种数,增加,物种,样方,寄生,关系,个体,特新蚤,棕形
变化,失水,节律,蒸发,颤抖,代谢率,体温,增强,环境温度,静止
研究,特征,序列,线粒体,蛋白,进行,细胞,具有,结构,嘌呤
绒鼠,消化道,禁食,物重,喂食,内容,食物,可能,胁迫,指标
瘦素,血清,体重,驯化,摄入,绒鼠,浓度,能量,降低,含量
高山,绒鼠,呼吸,肝脏,状态,蛋白,含量,线粒体,产热,增加












































































研究,发展,生态,社会,系统,调控,计划,经济,问题,协调




























































电动车,进行,控制器,调速,驱动,独立,设计,验证,实验,能够

































数据,消费者,合理,发展,意义,细分,提供,人们,群体,混合














































































































































轴向,方程组,单向,方程,振动,作用,系统,离散,共振,研究
滚筒,载荷,动态,输送机,分析,工程,状态,应用,水平,验证




































































































反应,硝基,部分,氨基,配位,材料,含能,包括,取代,氧化

含量,沉淀,苹果,酚类,浸提,特性,提取液,进行,粉末,铝盐
自由基,苹果酒,苹果,测定,采用,功能,具有,分光,光度法,方法
配合,结构,性质,测定,呈现,荧光,双齿,配体,具有,配位
廉价,人体,营养,应用,功能,进行,研究,方向,展望,来源
比热容,化合物,爆速,爆压,计算,热力学,基本,含能,提供,方程
再生,菌体,原生质,预处理,形成,选用,得出,影响,菌龄,处理
分子,草酸,化合物,性能,苯环,上邻,优化结构,原儿茶酸,计算,极性
发酵,显示,热稳定性,果胶酶,底物,作用,膏作,性质,氮源,得出

食物,组成,贡献,季节,分析,同位素,差异,植物,鹬类,来源
研究,鸟类,领域,鸟类学,中国,世界,保护,濒危,合作,发展
鸟类,生境,群落,活动,密度,人类,物种,相似性,灌丛,山地区
食物,鹬类,粪便,比例,觅食,东滩,动物,大滨,迁徙,停歇





































































评价,交通,影响,物元,火车站,模型,特征,项目,饱和度,疏散
















放疗,鼻咽癌,鼻窦炎,方法,治疗,内镜,患者,手术,随访,治愈
边缘,图像,方法,异源,像素点,灰度,检测,合力,分布,提取
微泡,靶向,静电,吸附,方法,制备,抗体,黑色素瘤,细胞,能够
放疗,鼻咽癌,患者,颌下腺,移位,预防,口干燥症,程度,方法,提高
患者,口干燥症,放疗,影响,鼻咽癌,质量,生活,方法,提高,发生率











萃取,测定,目标,时间,样品,化合物,条件,处理厂,二极管,检测器























流体,化带,斑岩,马头,钼矿,钾长石,矿床,浸染,细脉,成矿
充填,岩浆,热液,岩相,流体,产物,过渡阶段,阶段,萤石,发生

矿床,硫化物,马山,成矿,板块,表明,构造,矿石,断裂,结构




















































积炭,重整,催化剂,水蒸汽,活性,分析,能量,操作,出发,物质






利用,微波,数值,分量,信号,应变,频率,温度,计算,频移



















































































胃镜,放置,营养,空肠,方法,鼻胃,钳夹,肠管,导丝,异物
结构,进行,金壳,破坏,电子显微镜,核壳,胶体溶液,表面,利用,带有
病灶,切除,进行,病理,活检,临床,增生,结果,典型,内镜
































合成,产物,形成,提供,反应,仿生,地位,综述,占有,思路
内容,真实性,检查,进行,组成,病案,分析,询问,体系,监测
抗体,血小板,临床,荧光,免疫,表面,患者,减少,特异性,检测
抗体,血型,导致,抗原,临床,无法,检测,常规,试剂,相关



应力,寿命,水平,降低,叶片,型号,稳态,设计,交变,方法
应力,分析,进行,叶轮,工作,加载,超速,结构,强度,热点






























挥发油,抗菌,化学,浓度,组成,作用,单萜,倍半萜,甲草,采用












































蛋白质,算法,策略,进化,非格,预测,过程,折叠,结构,模型
属性,依赖度,数据,胶合板,缺陷,规则,方法,影响,数据挖掘,检测









































































组织,珠光体,铁素体,直读,增加,带状,钢板,偏析,含量,光谱仪
组织,带状,冲击韧性,夹杂,裂纹,硫化物,生产,横向,研究,趋势


























薄膜,掺杂,光学,性能,电学,方面,醋酸,溶液,前驱,表面












































肝癌,改良,建立,模型,移植性,方式,影像,成功率,动脉,经肝
















产量,合理,铃重,果枝,长江,棉花,长度,棉太金,相关,提高









沉积物,管道,含量,重金属,小区,服务区,生活,水平,密度,指标

硝化,速度,碳源,影响,释放,杆菌,菌群,考察,螺菌属,弧菌
吸附,动力学,初始,晶体结构,利用,复合材料,温度,没有,改变,增大
过程,去除,工艺,硝化,研究,扩散,构成威胁,运行,阻燃剂,迁移
去除,速率,水量,硝化,变化,进水,对应,物料,处理厂,氧化












































颗粒,作为,结果表明,生物,领域,有着,顺磁性,细胞,医用,制备


反应,回收,方式,循环,加料,使用,溶液,产品,母液,影响








地壳,地震,构造,华北,结构,环境,探测,地幔,角度,层析成像




染色,免疫,表达,痉挛,神经节,诊断,细胞,方法,结果,用于








































加工,精选,种子,筛片,风筛,研究,组合,提高,进行,参数
白化,审定,转绿,标记,云南省,叶色,苗期,选育,进行,辐射
转绿,白化,标记,叶色,苗期,不育,花粉,习性,现场,审定













房颤,消融,治疗,导管,医院,心脏,资料,基础,疾病,心房
心电图,导联,室早,消融,结果,时限,患者,失败,发作,体表










































空间,路网,发育,都市,距离,武汉,性圈,交通,拓扑,整体
发展,城市群,边界,效应,介入,信阳市,边界地区,阶段,研究,能力
产业,区域,城市,发展,武汉市,制造业,空间,创新,集群,网络
个体,理性,博弈,特征,分析,组织,治理,行动,集体,加强
农村,饮水,角度,困境,要素,特征,主体,收集,研究,理论
优势,制造业,竞争,结构,武汉市,产业,发展,全国,高新技术,增长速度
节点,分布,空间,网络,集聚,遵循,重要性,系数,呈现,紧密度
经济,环境,资源,结构,社会,协调,分异,水平,耦合,城市
经济,地理,地理学,校长,因子,教授,影响,翘楚,称为,领域
区域,生态,产业,发展,空间,形成,创新,演化,构建,种群







品种,审定,海南,江西,福建,含量,产量,母本,生产,巴西







































































细胞,线粒体,凋亡,膜电位,腹腔,小鼠,检测,量子,剂量,下降

反应器,光纤,降解,提高,克服,传统,负载,作为,制备,面积




































收益,分享,比例,供应链,产量,成员,协调,存在,机制,实现


退货,物流,企业,处理速度,制造商,信息,系统,重点,影响,分配

投入,知识,资金,情况,合作,领导者,研究,投入量,资源,考虑
变质,因子,时间,系数,价格,增长,采购,变大,变动,物品















问题,矩阵,求解,给定,有解,表达式,给出,维数,向量,对称














纤维素,化学,发展,现状,研究,制备,功能,介绍,综述,人工
黏剂,反应,自由基,过氧化,温度,改性,条件,采用,聚合,黏附性
波谱,确证,缩合,衍生物,得到,结构,讨论,特征,予以,分析
改性,乳液,进行,预处理,采用,合成,用量,胶膜,研究,性能
植物油,发展,石油,合成,希望,寻找,介绍,优质,成为,存在
反应,闭环,脱水,发生,表征,甲酰,结构,分析,氧基,类化合物
结构,元素,缩合,得到,化合物,分析
成膜,过程,胶粘剂,水乳型,需要,研究,进行,综述,因素,指出
改性,等离子体,物理,发展,填充,研究进展,增强,指出,助剂,介绍
阻燃剂,阻燃,效果,复合,采用,清漆,添加,基料,次数,硝酸
芳醛,进行,脱水,酰基,分析,相应,表征,得到,化成,芳基

































算法,提出,矩阵,范数,情况,没有,迭代,任意,方程,表明

矩阵,说明,方法,算例,数值,数量,范数,引进,算法,代数














轮状病毒,再生,暴露,回用,风险,样品,阳性,人群,职业,感染

















基因,表达,差异,芯片,功能,花生,生物,结果,细胞,荚果









采石场,生态,问题,植物,存在,品种,植被,恢复,选择,改进
含量,阳离子,交换,土壤,阔叶林,季节,混交林,森林土壤,类型,森林
森林,沉降,吸存,研究,影响,部分,增加,没有,确定,降低

植被,土壤,类型,土层,动物,退化,季节,数量,草坡,鹤山市
沉降,生物,植物,影响,森林,研究,方面,包括,细菌,真菌
凋落,分解,养分,处理,释放,活动,收取,输入量,速率,去除




膨胀,石墨,材料,相变,复合,性能,吸附,脂肪酸,定形,具有
颜料,锆铁,陶瓷,形成,前驱,包裹,乳液,质量,透射,电子显微镜

事件,预测,排队,长度,延误,到达,发生,交通,参数,模型
目标,成像,振动,影响,数学,光学,调频,照明,光源,讨论
实验,设计,平台,项目,思路,例子,网络,探讨,组成,典型
奇偶,特性,交织,映射,实现,改进,对称,设计,方面,达到



研究,主题,评价,领域,评估,分析,共现,教学管理,指标体系,方向
分析法,内容,分析,基础,应用,研究,基本,理论,进行,环境
知识,情报网络,人际,管理,研究,隐性,分析,发展,提高,管理体系
竞争力,核心,大学,知识,评价,基础,识别,属性,体系,构建
研究生,条件,培养,提高,招生,质量,进行,投入,硕士生,教学科研
创新,国家,创新能力,科研,高校,建立,提高,进程,规范,实施

协同,企业,网络,竞争,获取,发展,优势,形成,组织,给予
组织,非营利,学习型,维度,量表,进行,影响,实证,分析,结果显示
集群,理论,研究,产业,文章,力图,范式,发展,有关,基础
集群,升级,企业,跳板,产业,战略,模式,路径,区分,依托
行为,营销,客户,关系,利益,作用,技术,承诺,意图,测量
企业,行为,社会,成为,市场,开拓,日益,提出,空间,发展
政策,公共政策,网络分析,建立,相关者,结合,政府,现实,渊源,背景
企业,竞争,理论,案例,获取,优势,能力,科层,条件,资产

动态,复杂性,领域,理论,种群,群落,尺度,分析,科学,实践
线虫,群落,土壤,细菌,垂直,茅草,突属,类型,分布,西乌
植物,物质,挥发性,作为,提高,信号,研究,能够,抗性,方面
锦鸡儿,类型,特征,表现,柠条,网眼,趋于,关系,植物,差异
散射辐射,指数,太阳,变化,高度,数据,青藏高原,观测,阐明,时间
生长,脂肪酸,幼苗,试验,棕榈,处理,油酸,含量,类物质,番茄
绒毡层,细胞,花药,孢子,发育,母细胞,形成,观察,石蜡,技术

















化肥,减量,蔬菜,有机肥,配施,含量,产量,影响,施肥,传统


繁殖力,演化,能力,杂草,铵膦,水稻,植株,分蘖,条件,季节
种质,核心,遗传,多态性,资源,类型,采用,属性,利用,聚类

路由,服务,链路,时延,业务,星际,转发,处理,分布式,机制









喷射,金属,技术,沉积,液滴,成形,原理,发展,研究,制造





















评价,适用性,获取,方法,指标,系统,建立,空调,分布式,基本原理

监控,平台,成本,无线网络,系统,视频,微波,分析,得到,产品


发酵,实验,影响,优化,因子,含量,响应,初始,结果表明,进行
菊芋,乙醇,生产,发酵,产量,代谢,下降,利用,菌种,果糖
部分,活性,萃取,抑制,结果表明,降血压,检测,得到,植物,样品
德兰,降解,多糖,研究,反应,结果表明,寡糖,方法,制备,电离
菌株,属于,产酶,差异,发酵液,监测,分离,获得,高产,变化
发酵,菌株,筛选,进行,效果,蟹壳,采用,考察,生物,替代
植物,基因,利用,寡糖,得到,芯片,叶片,方法,差异,分析
油菜,寡糖,光合,幼苗,诱导,叶片,提高,参数,导度,和胞


























试验,分析,桥墩,抗震,特性,现象,模型,性能,单柱式,破坏

风险,项目,承担风险,成本,交通,公私,提出,工程,分担,原则

阻尼器,粘滞,设置,装置,约束,分析,地震,液体,角度,全桥

氮肥,籽粒,物质,降低,小麦,处理,速率,比例,净光合,条件
淀粉,粘度,土壤,支链,增施,籽粒,强筋,小麦,含水量,直链
澄清,明胶,荔枝,复合,皂土,剂皂土,评比,分析,结果表明,工艺

籽粒,含量,小麦,蛋白质,处理,耗水量,水量,水分,灌水,高产


处理,籽粒,泰山,济麦,产量,旗叶,高于,蔗糖,耗水量,模式
水平,幼苗,小麦,提高,硫素,叶片,利用,增加,条件,影响
















糖尿病,心房,蛋白,小鼠,肌细胞,表达,细胞,检测,水平,动作电位
































菌株,细菌,测试,系统,抑菌,进行,养殖,序列,发现,鉴定
蛋白,菌株,弧菌,基因,研究,差异,胞壁质,结果表明,金属,毒力
纯化,蛋白,弧菌,自由基,免疫,致病性,进行,表达,氯仿,病原菌
弧菌,引物,序列,海水,文库,具有,获得,海洋,细菌,设计
弧菌,基因,溶血,菌株,杂交,分布,序列,标准,包括,信号
蛋白,弧菌,免疫,还原酶,结果表明,重组,抗体,特异性,效价,表达
菌株,脂肪酸,分析,组成,弧菌,细胞,生理,特征,进行,生化









哮喘,口服,特异性,时间,方法,表达,可能,机制,过敏性,小鼠









复合,植入体,影响,压缩,界面,软骨,强度,凝胶,含量,松质骨
采用,膝关节,畸形,截骨,患者,矫形,随访,双下肢,方法,设计

血管,细胞,材料,支架,生物,活性,玻璃,增强型,胶原,复合材料










深水,沉积,构造,地质,充填,条件,变化,新生代,海平面,环境
组成,盆地,微量元素,江汉,物源,可能,变化,长江,形成,沉积物

化石,南海,沉积环境,地层,组合,孢粉,环境,滨海,植被,放射
韩江,影响,珠江,研究,地区,沉积物,沉积,物源,接受,来源



设计,补偿,电流,芯片,应用,拓扑,线性,适应性,检测,控制器



元素,大气,排放,浓度,点位,来源,地壳,北京,光谱,特征
断裂,构造,重力,梯级,反映,特征,渤海,区域,主干,展布

方案,学生,实践,能力,课程,设计,项目,实施,验收,方式
排放,颗粒,样品,耦合,电感,数据,北京市,燃煤,等离子体,同位素
吸水,根系,速率,实际,模型,建立,植物,探索,土壤水分,利用
蒸渗仪,研究,影响,测量,蒸发,土壤,材料,得到,优点,精确度

家庭,平台,智能,电视,技术,运营商,生产商,信息化,业务,电信


















污染,油菜,水平,含量,浓度,增加,用量,研究,有效性,反映
吸附,能力,红壤,离子,降低,等温,土壤,共存,符号,结果表明
磷素,土壤,分布,农田,土层,状况,形态,影响,方面,施肥
活性,土壤,施肥,红壤,下降,耕作,化肥,影响,高活性,含量
施肥,高产,产量,稻田,高产田,长江中下游地区,浙江,调查,湖南,研究
改良剂,施用,油菜,提高,土壤,石灰,产量,后效,红壤,有机肥
土壤,养分,大麦,籽粒,氮素,处理,钾素,试验,定位,磷素
生菜,污染,含量,土壤,利用,生理,指标,改善,研究,评价
统计,系统,还有,测试,方法,性能,参加,翻译,计算机系,融入
紫花,水平,重金属,土壤,光叶,含量,改良剂,施用,影响,铅锌
添加,堆肥,菌剂,处理,进程,榕风,加快,杆剂,速度,研究
实践,教学,专业,体系,工程,科学,农业,进行,建设,基地








































材料,支架,内酯,黏附,内皮细胞,肝素,血管,负载,接枝,碱性
降解,共聚物,组织,血管,人工,作为,研究,工程,生物,制备







有机,施肥,处理,钾肥,土壤,活性,含量,单施,提高,有机肥
土壤,污染,活性,石灰,改良剂,提高,磷灰石,增加,田间试验,耕作层
土壤,差异,含量,组成,有着,关注,化学,环毛蚓,电导率,性状
蚯蚓,线虫,细菌,接种,花生,土壤,处理,速效,试验,提高
土壤,含量,组成,培养,增加,化学,植物,激素,变化,性状
细菌,线虫,处理,接种,土壤,数量,矿化,增加,取食,反馈
烤烟,施肥,后效,产值,互作,生长,配施,单施,性状,经济



根系,分布,小麦,尿素,微域,生长,土壤,影响,养分,营养























城市群,空气,污染物,海风,地区,风向,珠江口,出现,浓度,向下
浓雾,时间,形成,数值,中尺度,山地,云系,模式,范围,层状
光化学,污染,风向,进行,分析,浓度,污染物,城区,影响,过程
气溶胶,辐射,光化学,引起,臭氧,衰减,通量,化学,波长,污染

季风,辐射,边界层,建立,过程,陆气,混合,热力,降水,潜热
珠江三角洲,边界层,逆温,出现,环流,城市群,大气,观测,频率,风廓
预报,过程,灰霾,能见度,达到,模式,运行,系统,业务,化学
气溶胶,减小,探测,分析,上空,特性,影响,辐射,一致性,并用
海风,出现,珠江口,资料,逆温,频率,时间,探测,自动,低空
灰霾,气溶胶,大气,污染物,预报,结果,模拟,消光,作用,过程







方程,表面,宽度,分布,标度,函数,进行,计算,数值,尺寸
泾河,沉积物,剖面,进行,气候,滞流,沉积,时期,全球,发生
原油,热解,源岩,天然气,模拟实验,特征,生成,生气,裂解,地区
